Score,Text,Summary,HelpfulnessNumerator,HelpfulnessDenominator,helpfulness_ratio,word_count,Sentiment,clean_text
5,"I had these cookies in Germany, but I had a hard time finding them in the US.  I was amused to discover I could order them from Amazon.  They seem to be most closely related to pecan sandies, but they're a little richer and a little moister.  I wish it were possible to order a single box instead of 12, but I already knew I liked them, so ordering 12 wasn't really a problem.  A bigger problem is trying not to eat them all immediately.",Delicious!,3,3,1.0,85,Positive,cookies germany hard time finding us amused discover could order amazon seem closely related pecan sandies theyre little richer little moister wish possible order single box instead 12 already knew liked ordering 12 wasnt really problem bigger problem trying eat immediately
5,"Excellent quality, but very expensive product. If you can afford it, then go ahead. I have seen other products of the same quality with much better prices.","good quality, expensive",0,0,0.0,27,Positive,excellent quality expensive product afford go ahead seen products quality much better prices
5,Quick & rapid delivery-might of made me feel less offended with shipping & handling charges.My cats really dig this food,Iams,0,0,0.0,20,Positive,quick rapid deliverymight made feel less offended shipping handling chargesmy cats really dig food
5,The order I recieved was quick and I have always have been a fan of pumpkin spice flavored coffee. This brand was delicious and worth the price.,delicious coffee,0,0,0.0,27,Positive,order recieved quick always fan pumpkin spice flavored coffee brand delicious worth price
5,My doggie loves Greenies she will not go to bed without her Greenie. They are digestible helps clean teeth. They are a bit expensive but they are a good product and I would and do recommend them.,Greenies Dental Chews,0,0,0.0,37,Positive,doggie loves greenies go bed without greenie digestible helps clean teeth bit expensive good product would recommend
4,"Really like the taste of the San Francisco breakfast blend.  It does tend to leave a ""thicker"" last swallow in the bottom of the cup,though.  Works for us, will continue to buy.",SF Bay CoffeeOne Cup,0,0,0.0,32,Positive,really like taste san francisco breakfast blend tend leave thicker last swallow bottom cupthough works us continue buy
5,I first tried this product when a friend brought me a package of it.  It didn't take long for me to start looking for a source from which to purchase it!!  IT IS DELICIOUS!!!  The flavor is deep bodied and not too sweet - - very refreshing!,DELICIOUS,0,0,0.0,47,Positive,first tried product friend brought package didnt take long start looking source purchase delicious flavor deep bodied sweet refreshing
5,"I was a Red Bull drinker, coffee drinker and whatever else I could get my hands on to give me the energy I so desperately needed to get through some days.  Someone suggested i try this 5 hour energy and WOW! It really did work without the ""drop"" afterwards. I have noticed that when I take more than 3 a week I start to build up a resistance and they don't work quite as well.... but hey! That's what happens when you drink caffein too, right?",THIS STUFF REALLY WORKS!,33,45,0.7333333333333333,86,Positive,red bull drinker coffee drinker whatever else could get hands give energy desperately needed get days someone suggested try 5 hour energy wow really work without drop afterwards noticed take 3 week start build resistance dont work quite well hey thats happens drink caffein right
2,"Ok, I love mac&cheese in the blue box. This one is not at all like that. I'm thinking it is because it has less saltiness. Not cheesy enough for me but its handy for lunch.",Not junk food,0,0,0.0,35,Negative,ok love maccheese blue box one like im thinking less saltiness cheesy enough handy lunch
5,I just started training my Maltese puppy to be obedient. He is catching on with these treats because he will do ANYTHING to sink his tiny little teeth into these. Great treats to give now and then.,Puppy Is Crazy for Them,0,0,0.0,37,Positive,started training maltese puppy obedient catching treats anything sink tiny little teeth great treats give
5,"If you like a good, robust coffee this is the one. It is so nice to finally find a coffee that is decaf and still tastes so good.",Best coffee ever,0,0,0.0,28,Positive,like good robust coffee one nice finally find coffee decaf still tastes good
5,A couple of glasses of this a day and I've lost about 10 pounds in two months. It's pure fruit and veggies--100% food. I love it!,Tastiest thing on the planet,0,0,0.0,26,Positive,couple glasses day ive lost 10 pounds two months pure fruit veggies100 food love
5,"Very happy, fast postage. Item exactly as described will definately shop here again. nothing left to say. thanks thanks thanks aaaaa+",wilton colors,0,1,0.0,21,Positive,happy fast postage item exactly described definately shop nothing left say thanks thanks thanks aaaaa
5,My three year old has to have this! Best price I have found is on amazon with Prime. He likes his at room temp.,My son loves his very vanilla silk!,0,0,0.0,24,Positive,three year old best price found amazon prime likes room temp
5,This is the BEST BEST BEST snow cone stuff! I love it and will buy more from them when mine is all gone!,Necessary for Summer,9,10,0.9,23,Positive,best best best snow cone stuff love buy mine gone
5,"I expected these to taste good, but I was surprised - They are absolutely amazing. Perfect for watching TV on a cool evening, and low-calorie (not that you can taste it), so no guilt!",Amazing!,0,0,0.0,34,Positive,expected taste good surprised absolutely amazing perfect watching tv cool evening lowcalorie taste guilt
4,"I was a little concerned when I first opened the tea packet, because the aroma reminded me a little of bubble gum.  I was pleasantly surprised to find that the taste is actually pretty well balanced, if not a little sweet.  The cinnamon component is borderline artifical, but I do not consider it off-putting.  I sweetened it with a little maple syrup (100% real syrup, that is), and found it quite drinkable this way.  I'd be intetested to see what it is like with a drop of milk, but it really doesn't need it.",Tasty holiday tea,1,1,1.0,94,Positive,little concerned first opened tea packet aroma reminded little bubble gum pleasantly surprised find taste actually pretty well balanced little sweet cinnamon component borderline artifical consider offputting sweetened little maple syrup 100 real syrup found quite drinkable way id intetested see like drop milk really doesnt need
